Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,E12,Material
1877,6.814366743496768,7.302457910857507,7.065676732458952,7.214514118306218,7.842587191180966,7.464918294004047,6.590318689355801,6.118249318894877,5.338771892685953,108.82740227185914,8.0
2021_Aug_31_SR-3501_SN19387Q4__00770.sed,8.375042864423628,8.948177797619724,8.656026044301129,8.89302144980361,9.6695536732034,9.297304386358878,8.253682062340962,7.702693070185204,6.742320998030113,131.42951779669227,3.0
2021_Aug_31_SR-3501_SN19387Q4__00410.sed,8.69010150266664,9.250712940714557,8.931395885847916,9.179422306053798,9.950255069302354,9.633141443269317,8.588779551937916,8.023809587744378,7.045039135448317,135.13583926686425,0.0
aug_4.0_2d0c8864,8.66246235459504,9.219076319360326,8.899464791295074,9.145158819689442,9.91268249810052,9.596882090520245,8.557388677035853,7.997700361201487,7.024081993893984,134.63561885957574,4.0
817,8.186680154889238,8.609445563550599,8.232212179658971,8.409951011857448,9.090201752796812,8.909441129026895,8.182039805149294,7.631720087166609,6.697526709649944,123.16094390008709,9.0
aug_1.0_42e827f3,7.310315630384567,7.934907743272853,7.730691460980186,7.9455758071873435,8.766117866093904,8.181809037467652,7.120485086558659,6.626227006632355,5.716369287787113,119.24415281914722,1.0
1454,8.321379319574016,8.80901756757019,8.461434132065568,8.67246515756904,9.397490548137778,9.092027495540435,8.222364753183097,7.623610742200747,6.68452032720437,127.74907368669254,2.0
aug_mixup_5.0_104275,8.172423238940175,8.703790136387948,8.41380752455356,8.634805615798623,9.354321000319889,9.044094081465236,8.057166928275066,7.5079282121942015,6.564721206276709,127.85330382212842,5.0
2021_Aug_30_SR-3501_SN19387Q4__00020.sed,7.983821232765546,8.511663610031682,8.250402129001206,8.485851107617336,9.182558018285246,8.868209799125676,7.885628449631904,7.308972923297827,6.365869385191625,126.32373674660218,1.0
2830,8.409943684208475,8.93961078108611,8.621203651589084,8.84869312803516,9.586510462644258,9.270974148798857,8.31010619607531,7.725923033910953,6.7644008303429075,130.56136524080893,7.0
1991,8.037604382991008,8.479451462481707,8.094305649717619,8.25545258652087,8.91238237931681,8.66231030611932,7.9934873213495035,7.367820611454242,6.4451046964983805,121.53305172187906,7.0
5,6.406452067321456,6.853325593208614,6.579846572033837,6.745344379419052,7.287153709542189,7.070604976978891,6.356197810289696,5.891900500429751,5.126634723165496,100.65585371524517,2.0
4160,6.667161494506415,7.15107814371053,6.899419766282293,7.079787326297915,7.673272955506633,7.399096483207593,6.5500703568241905,6.131918193491188,5.399110398497672,104.80674918603827,8.0
aug_5.0_63cd7ff4,8.285865240688691,8.857810705826461,8.569277938280763,8.789448706855369,9.54597532249814,9.189886977346116,8.169462206994906,7.61757572417179,6.657466316541243,130.18267970705767,5.0
2471,6.544964128631777,7.022575803181324,6.790636912130316,6.9683959355893546,7.545814666053128,7.281310392122936,6.435592947956214,5.999743897232206,5.280962627083707,103.75212580556064,8.0
2021_Aug_31_SR-3501_SN19387Q4__00707.sed,8.296476019369814,8.825608911483355,8.522601011989929,8.756920290681922,9.491099180753675,9.182973354325252,8.184169177915429,7.640317386491274,6.703432105056149,129.1227089568425,3.0
2021_Aug_30_SR-3501_SN19387Q4__00088.sed,8.400006912858526,8.962576909255331,8.670935587147898,8.919805825321685,9.68809496441624,9.33620397608346,8.293417575853894,7.728486228644444,6.745104468063923,132.0738651915088,1.0
947,8.685940829362803,9.245238248426089,8.92743555514621,9.175838819159498,9.94428725616589,9.629604648814846,8.586003600339717,8.018679546016358,7.039056246300294,135.10414177882245,9.0
2021_Sep_01_SR-3501_SN19387Q4__00241.sed,8.669291565028137,9.232102419717933,8.916007909609325,9.165770619627942,9.937995242927629,9.614470215866872,8.566393647950303,8.003611664933365,7.0249733684614695,134.96462779692925,4.0
3712,8.225174385669556,8.761549559194048,8.472380454233742,8.70656958938622,9.431631299788055,9.114376522427198,8.113839822704044,7.551651890426862,6.60726511628625,128.9383045879999,7.0
aug_mixup_0.0_410640,8.61219361902155,9.164738907943567,8.8485668630441,9.096238761329037,9.860415305460478,9.549938821756033,8.515769805065872,7.955887630629668,6.985221536330191,133.87921856792127,0.0
3619,7.872822323176692,8.405033504219556,8.114720883011923,8.319633417579064,9.03496952300649,8.694592444934607,7.714095749661257,7.191847633411577,6.312795676059201,123.61057097560504,8.0
2021_Sep_01_SR-3501_SN19387Q4__00932.sed,7.938037001381791,8.51932191485455,8.259573898132974,8.521925241150482,9.315851032823916,8.895620965244678,7.815791713583351,7.268591782063851,6.27252650899396,127.11290239854588,6.0
2021_Aug_31_SR-3501_SN19387Q4__00333.sed,7.8543586618680035,8.464039766552837,8.211517567704057,8.467016536883825,9.29510462314746,8.810207153901542,7.702360829340597,7.175589474917178,6.213194544839486,125.62638619292773,2.0
171,6.69070338290438,7.144987634121788,6.860308560462315,6.995496117003729,7.561982162157669,7.359783391925204,6.613822173170462,6.226191515237016,5.493601286790213,103.23697000800108,9.0
aug_mixup_4.0_55167,8.67929619771081,9.240226891337116,8.922126495725923,9.171862134049656,9.943163858205232,9.624133569507372,8.577646887370003,8.013515721843198,7.033193397688012,135.0454712439767,4.0
1487,8.385471358675602,8.879695643633873,8.531083893151653,8.744066504017448,9.468875140597623,9.169070122350771,8.288443223173932,7.695155392821996,6.7477425410226,128.9099830007682,2.0
4921,8.32324797289292,8.841824935194794,8.51197352062766,8.722895360451803,9.46421819930318,9.133186283976574,8.207777774613804,7.621894565251136,6.677757987696584,128.82691743837017,2.0
2021_Sep_01_SR-3501_SN19387Q4__00965.sed,4.8728300086306415,5.340020268977934,5.049641777756445,5.102205942103425,5.670294613639855,5.170375408343,4.429975078815676,4.182896306602522,3.6903827363183344,78.58628732665393,6.0
4051,8.661098225223029,9.216357150673762,8.897977111154306,9.14395945548497,9.910340211687256,9.593857952254712,8.560471769708114,7.992374825037423,7.014217110570223,134.6389218459053,9.0
4952,8.41424038455445,8.920585356602846,8.569433032486048,8.773374541045559,9.517654779006234,9.191721510097759,8.302990611108372,7.70318869852994,6.754738163067986,129.52123046266945,2.0
aug_mixup_4.0_895265,8.663499401172587,9.226441220571312,8.909265774031063,9.15458201673015,9.925198065191214,9.602559672976383,8.558852198298844,7.998099300692044,7.023381502487815,134.80184212529076,4.0
2021_Aug_30_SR-3501_SN19387Q4__00040.sed,8.11392119659389,8.65300255868874,8.380508597119183,8.613727885700358,9.334615513890554,9.002662698826445,8.00213680638171,7.4295494879497115,6.477598889413798,128.13018271857362,1.0
1027,8.32425678646318,8.859161100305752,8.55795176816906,8.796847263814957,9.53228920940226,9.218715012825612,8.211247771634138,7.657196475639684,6.7127247300720985,129.95477011561417,2.0
2021_Aug_31_SR-3501_SN19387Q4__00731.sed,8.322787246327639,8.871457761803205,8.567006098203082,8.791891565252003,9.541411381900652,9.205814713107177,8.194174613098225,7.64913020641316,6.708440952630791,129.90424257737934,3.0
3020,8.671134064255565,9.226311725287067,8.905960507103142,9.15268879310964,9.919312316522547,9.60294347396456,8.56960061212994,8.002060605831018,7.023243127584632,134.7474170321915,9.0
2021_Aug_31_SR-3501_SN19387Q4__00266.sed,6.701002889922685,7.1983592826744545,6.922275358403509,7.021034554843574,7.706094572210595,7.297107650896429,6.423158876663598,6.002310878138707,5.274873140675061,104.96567893032329,2.0
aug_mixup_3.0_575183,8.358858467279369,8.897993314538876,8.591903058749406,8.823781487071148,9.567406051793512,9.247900479198414,8.237510395524952,7.69164719113513,6.747734851929171,130.22360017798349,3.0
2021_Aug_31_SR-3501_SN19387Q4__00522.sed,8.392303106349495,8.959738900694425,8.659661878753887,8.88915382110222,9.655234600957165,9.300261748416586,8.269659499607009,7.719493516881232,6.766475605271658,131.32564407037097,3.0
2021_Aug_31_SR-3501_SN19387Q4__00565.sed,8.528706461229016,9.096266381482554,8.791045807129155,9.043178179725937,9.822576345170742,9.475116691365418,8.419853152674145,7.8609105017715315,6.8807578755805725,133.39625707673886,3.0
2864,8.457579274928266,8.98136665813064,8.653481125174858,8.88139907089199,9.620718064423002,9.308021489570553,8.357982216746795,7.767462326624575,6.80527200191978,131.0230859821921,7.0
aug_0.0_354c4d82,8.690735689099665,9.249567768967214,8.929350822884164,9.177305216086609,9.94770403487285,9.632515661276189,8.58921446526422,8.024706405276198,7.046160250936507,135.09783987034973,0.0
2021_Sep_01_SR-3501_SN19387Q4__00744.sed,8.292056596380146,8.832621962121923,8.55293510504563,8.793000651525057,9.522480889863118,9.202822115586926,8.193446365078245,7.6122402610079885,6.644652692706586,130.53683010076753,6.0
aug_0.0_ca26be60,8.5126907380702,9.055270453640269,8.743254114522536,8.989306320076931,9.746963941865253,9.442806010936312,8.423115520530482,7.8703496859954125,6.911917782739227,132.25581434568406,0.0
2998,7.6655933267587,8.095803294790539,7.7383646972536235,7.842795439797126,8.526215249223402,8.183722762277373,7.521935611164116,6.906956490490954,6.02199529597197,116.70934926936232,8.0
2021_Aug_30_SR-3501_SN19387Q4__00338.sed,7.804700002818279,8.401613385545765,8.153295066175314,8.40849064199127,9.22325110511512,8.73672754801645,7.650651667449934,7.1289620908041655,6.1563545886099575,125.26926647833565,1.0
2579,7.715864628133398,8.243414613234323,7.959466450981507,8.164587201506324,8.869465066674364,8.519929886947347,7.546169677053023,7.032899526103894,6.170235054736905,121.53413136402817,8.0
4231,8.463722301699896,9.010549132227801,8.706317534408846,8.947513585840227,9.695464136469035,9.377950701464787,8.3558673571992,7.792136643463819,6.830556951673662,132.1107213272625,7.0
2021_Sep_01_SR-3501_SN19387Q4__00150.sed,8.54412102566199,9.094801509461357,8.778577323222565,9.021994008422542,9.780601304065655,9.474741110841654,8.450859685131835,7.905645638554864,6.948674258439207,132.71248376548766,4.0
5204,6.834195855328799,7.29501346399643,7.044375173710876,7.226497184752384,7.838645857289563,7.5868128357553655,6.750254115713882,6.291834938703914,5.515780389297587,106.94523889636204,2.0
1351,7.559801925484203,8.074188101314498,7.764193273926336,7.893693784835071,8.619809480438853,8.199611488663214,7.394183535187372,6.80875446036008,5.9468973933974905,117.836681567239,8.0
3998,7.484711023350507,8.009523143503056,7.711701716068593,7.8415859405599555,8.562675003286625,8.143183501382472,7.313636034909951,6.747862280323913,5.888087843967397,117.24020044114869,8.0
2021_Aug_31_SR-3501_SN19387Q4__00222.sed,7.886887972764249,8.494598138559706,8.238931789330456,8.494052140583786,9.320462827236916,8.842119960449853,7.73719157704517,7.208040683561276,6.243494467769533,125.97689258270263,2.0
2425,8.667661147788275,9.22605581239972,8.906326227725291,9.153717556047669,9.92169507709944,9.605871607950489,8.564599702789447,8.001279014393957,7.024786095548763,134.76235243137177,9.0
2021_Sep_01_SR-3501_SN19387Q4__00342.sed,8.67160543323112,9.234329476785021,8.917915491129415,9.16792390827425,9.940085625749452,9.616554345818479,8.568466140632047,8.005982753086505,7.027721602694584,134.99345514083228,4.0
1395,8.398965938163148,8.926827480124608,8.60950854836969,8.837993622009918,9.574316196660703,9.25942251488329,8.298454179808939,7.716442021249544,6.756568428768482,130.4032690274529,7.0
aug_6.0_36450f1f,8.275006795150967,8.81166155555988,8.535638735786186,8.7752028382217,9.501666952198661,9.187532191085328,8.178507109200071,7.594220734000326,6.628903783980285,130.31700119014215,6.0
913,8.060044189392471,8.584224967874341,8.298377275636462,8.525121354185877,9.237552154311041,8.91772226829286,7.9339924222046205,7.384397012058678,6.461981818318256,126.42069454377544,2.0
aug_3.0_22acdc98,8.3449970647799,8.914209713392095,8.616605701816901,8.844554710536269,9.609330009432362,9.248693200024693,8.219042489874754,7.671380203949828,6.723931413370509,130.7314454997259,3.0
1093,8.453100692397715,8.997516020559367,8.694844764286184,8.936052884169555,9.682391660172392,9.366099868976914,8.345598870794376,7.781047927888986,6.819430966353391,131.97937119216047,7.0
1312,8.314058010296272,8.84912479340938,8.547203691289466,8.782435964948771,9.519219129965865,9.202823126244038,8.19564535286515,7.643888389924743,6.7018569244608575,129.7701857130552,2.0
2021_Sep_01_SR-3501_SN19387Q4__00204.sed,8.663379088949174,9.22521761271155,8.907139418564665,9.152084266469085,9.92188158886355,9.600819900172796,8.558389518296224,7.9978562272382305,7.023470056188749,134.764337866853,4.0
2505,8.321423801087601,8.855795009543563,8.553932774587475,8.792178991726733,9.527298436114087,9.216852035169248,8.209946320309378,7.658272127008877,6.716696575025503,129.8032186489933,2.0
aug_mixup_4.0_150998,8.673078282543564,9.234359613131481,8.917536767354443,9.1674362268784,9.939092582865594,9.618738631366842,8.571882285588924,8.006693594666206,7.0257876160429955,135.00795822296527,4.0
2021_Aug_31_SR-3501_SN19387Q4__00335.sed,7.8566968776869635,8.466235151903108,8.213599043438933,8.469080480190456,9.297035098091982,8.81248552244599,7.704829592908507,7.178070154196665,6.215525698851955,125.6512275180168,2.0
916,8.059588386867585,8.583305080918292,8.2975003193281,8.524492614021474,9.236514291752517,8.916284633290612,7.933576017000178,7.3840753319255,6.460421300386769,126.41134372989845,2.0
aug_5.0_d1fbc353,8.401816422926975,8.980724702631461,8.689220647268245,8.932394172425234,9.709046250226246,9.342813033341162,8.287997918778856,7.746644449685171,6.769752634066863,132.03452990972724,5.0
3813,8.672944431573379,9.231769439269476,8.914896830498664,9.163589034138333,9.931966094664713,9.615715403140541,8.5719626619518,8.005768979933078,7.026473533342109,134.9366837396291,9.0
2021_Aug_30_SR-3501_SN19387Q4__00104.sed,8.501883895282054,9.063462101089616,8.760623052323876,9.013763164828577,9.786618199955031,9.446257534762141,8.39810001453414,7.83412450630059,6.843718182368331,133.21069939192074,1.0
1551,8.661955296905376,9.216030007010003,8.896049420972368,9.141529060690477,9.90778264655457,9.592980940483256,8.55921896535114,7.99425466706706,7.017812464464994,134.57638237886277,9.0
2021_Sep_01_SR-3501_SN19387Q4__00731.sed,8.262629822585268,8.799605429266782,8.523320709972033,8.76449631462117,9.487387453777309,9.173127611766754,8.168478151313494,7.585026323656187,6.61826075347095,130.1463850296332,6.0
2021_Sep_01_SR-3501_SN19387Q4__00120.sed,8.673014293350482,9.23453335928997,8.917856601318238,9.16752606619817,9.939197967256515,9.618476871215012,8.571799954200822,8.006663152716033,7.026181357963869,135.00684504266746,4.0
2021_Aug_30_SR-3501_SN19387Q4__00257.sed,5.092144684405514,5.517124160377944,5.305176276590412,5.387522197412161,5.9213313023191745,5.4932468371864385,4.781344488542281,4.3810255150425865,3.780161430862841,83.89872736306933,1.0
4087,8.666704279821756,9.223745136772003,8.903346676122418,9.1484234855952,9.917906669888252,9.597245647678065,8.564938892527119,7.995731137084766,7.016830711993188,134.72390462613942,9.0
3527,8.649580733862242,9.205952320001948,8.887149444720658,9.132880854343366,9.900350594171348,9.584291666055993,8.544074412099325,7.9827959665302215,7.009136993717105,134.47104974508446,9.0
2021_Aug_31_SR-3501_SN19387Q4__00574.sed,8.206985720442077,8.734973556400693,8.435872571368764,8.670636515698238,9.397105169031153,9.100198535312385,8.114604827908897,7.576952699544093,6.650447441176119,127.69647715229394,3.0
2923,7.930237321152637,8.285924631653486,7.811821120238417,7.928903753249606,8.538381664950938,8.370233448724427,7.9358617213602045,7.286132378737607,6.390580375787449,116.28584424828748,2.0
5345,7.993780352696309,8.532909602521258,8.238399536202985,8.450474285592458,9.174003627565549,8.83543658323843,7.84357747904943,7.316863232980519,6.422494152601599,125.33247071161,8.0
2441,8.060915777138804,8.582301285871937,8.296872723336541,8.518047192554413,9.22952503033937,8.941658959229182,7.968748701070115,7.437452715489067,6.528020248476218,125.55515834538124,9.0
aug_0.0_abc6040d,8.68986156794113,9.250624258804608,8.931596878597034,9.179546524389663,9.950728409116625,9.632904715190644,8.588267689369522,8.023465319410423,7.044619830447503,135.14085386895695,0.0
2254,8.561634464218105,9.093280773381117,8.7636298246783,8.995887240714438,9.745105102564812,9.439266733108205,8.47327877870165,7.8951247663277755,6.9270740110407445,132.3607879315798,9.0
aug_4.0_fe240cce,8.549412118653038,9.094099450625889,8.779863985413835,9.026753306325558,9.786590560708092,9.482531503220791,8.458724034165948,7.904962643476979,6.942866805474081,132.78954915561195,4.0
4093,8.57510603756636,9.108549057695118,8.778107481564616,9.010622733780625,9.763111210569058,9.457077397226028,8.485493288381464,7.907473850348426,6.939022220596325,132.59171171403935,9.0
2021_Aug_31_SR-3501_SN19387Q4__00071.sed,7.037779871107926,7.688786862781771,7.491388062320231,7.6675752052725805,8.49533526685913,7.881308396536333,6.822167589339235,6.330786586608337,5.462698920535459,114.80236877203029,2.0
4689,3.661195188616666,3.9990791181362946,3.923287477865795,3.9878646783675764,4.265472812596617,4.058428920295143,3.5656112626368652,3.2827822056997,2.829111993315456,61.757277389251016,8.0
3737,3.7794116860480096,4.1212779009633405,4.039165034512141,4.105618144132213,4.39898710562726,4.196388358204189,3.6912520291748145,3.4004114698026964,2.932864295689352,63.422106448470316,8.0
4138,8.468570880204757,8.99408233562715,8.666803420798663,8.894206888249537,9.638478249279846,9.31965340980089,8.36566953997191,7.77553374483134,6.81098488149003,131.25209301377836,7.0
2577,7.785703338332295,8.31597738042372,8.028909665131163,8.236984737193207,8.946140742636711,8.59921756540805,7.621073196608843,7.10431389069576,6.2315900992264455,122.49679147646624,8.0
aug_0.0_c4ea4ce9,8.690885006324601,9.249183361402446,8.92890729530582,9.1771673549581,9.947340917071731,9.632634489869707,8.589541847724735,8.025031753274122,7.046442710818484,135.090396575793,0.0
aug_0.0_905e05ee,8.55209631847205,9.10029351819375,8.787176216233687,9.033217936498408,9.79203444952616,9.484891383166747,8.458732886024627,7.901583408814313,6.935159509151991,132.96745336432892,0.0
2021_Aug_31_SR-3501_SN19387Q4__00488.sed,8.33931679404665,8.880029419577735,8.574566666000354,8.803293103433642,9.548773524491851,9.223185228616302,8.213508591977192,7.667138146126284,6.725887186629995,129.99678606511057,3.0
4796,8.36668382646677,8.89715768910568,8.581088555021742,8.805249646768274,9.544234603236713,9.220499648474517,8.259238926570557,7.679165445286059,6.723056621976537,130.02554497132326,7.0
2021_Sep_01_SR-3501_SN19387Q4__00698.sed,8.548832991015988,9.117469722731096,8.809337335791723,9.062114193214049,9.838680583689118,9.501222294830761,8.444464366805981,7.88916077084448,6.897983943244697,133.69153120622394,5.0
5260,8.456849904434478,9.014554680644473,8.708137106488568,8.944808344059224,9.703638251489181,9.371421402945332,8.341956811697564,7.783820475182442,6.826511222537387,132.07995613806295,2.0
aug_mixup_0.0_77172,8.690120101914232,9.249201309900869,8.929130873144775,9.177180684045048,9.947713291667089,9.631975785384107,8.58844186455475,8.023882294170372,7.045381259014753,135.09757877896288,0.0
320,3.6734472226147394,3.987083335491243,3.893708142716889,3.953214033982471,4.235498725655833,4.061895787306119,3.609133626420259,3.3392330461048947,2.888024865646333,60.66672480710701,8.0
2292,7.580438858913863,8.079431483778931,7.805575274061283,8.016283661500383,8.685796951485344,8.405743652768631,7.490331497708441,6.98383689445782,6.1163637375084985,118.48582107291035,7.0
aug_mixup_5.0_160868,8.198734559096492,8.739086737759692,8.447492262697999,8.668984604004963,9.393931235675355,9.079426844547328,8.087814039434752,7.538325514818113,6.593117379758266,128.3018800226385,5.0
aug_mixup_8.0_995347,6.922652529621825,7.447945134712493,7.216604656560193,7.368083086784067,8.025230248693925,7.619572479396995,6.713381048884555,6.228582290979185,5.432216825521961,111.11342248801856,8.0
274,5.009269398573387,5.405102621005208,5.264203696907904,5.3358401833611,5.713191506189488,5.548817231980455,4.93518543328708,4.599904029412421,4.033366109945389,80.52181115005006,9.0
3061,8.67714314684319,9.23459030485324,8.914376117644638,9.1595708651586,9.928465022716349,9.61056909653572,8.575936180564858,8.0065957807551,7.02739320745556,134.87499278286467,9.0
2021_Sep_01_SR-3501_SN19387Q4__00296.sed,8.667736572001434,9.22880006043356,8.910261256251399,9.155331289529126,9.924607762637685,9.60476847029996,8.562757174213495,8.00217281587247,7.02831704557452,134.80719376851002,4.0
aug_1.0_dce7442a,6.670164532227369,7.279520200246841,7.0824322468109795,7.212599210199254,7.966970577095019,7.377275565394575,6.420942780737665,5.96061547634283,5.156716311020778,109.45189917946742,1.0
2021_Aug_30_SR-3501_SN19387Q4__00145.sed,6.4406447383048615,6.924252306821455,6.7166547619467725,6.8704204359007255,7.478575411242625,7.081423193007504,6.222130883684116,5.72279014790911,4.938929386100401,104.78805494223339,1.0
aug_0.0_95e5e8d2,8.689669622436993,9.250719253074754,8.932622124870463,9.181891452083393,9.95353892483756,9.634842036303144,8.5887678622832,8.023243443853557,7.043271382562456,135.178554227145,0.0
aug_mixup_2.0_602710,8.327938508981358,8.863695002998202,8.559760388086872,8.797203186437322,9.534269028267914,9.222355101509454,8.214728992744092,7.6632736327679245,6.721496603641769,129.8885437055216,2.0
2177,8.352273457834944,8.85572676358158,8.51691640508187,8.732719570255101,9.465183615535903,9.150393130761188,8.244933934679327,7.653436797150133,6.709510222287648,128.76958864659377,2.0
4856,7.009473874382909,7.404315644645319,7.102437402455686,7.233764877231726,7.846756765800214,7.530202502958428,6.835197695760414,6.294539995033408,5.489863490704761,107.83933179625868,8.0
aug_5.0_27e9a76b,1.9860432064330258,2.18228981563374,2.005796293356023,1.9582930634126847,2.1661843492485064,2.2025443810280976,1.93948988986597,1.9144741385442854,1.82052969425771,28.564709597124352,5.0
aug_mixup_9.0_506576,8.673399327544518,9.227192530473555,8.90632731485365,9.153027936080779,9.91889527103029,9.603916581507036,8.573819993410886,8.00529855165001,7.0256819735533025,134.7341094473064,9.0
aug_mixup_1.0_833521,4.8959409924903605,5.33338480501561,5.109850952183753,5.243564749844538,5.694725204143557,5.422983181527449,4.783236956291828,4.385944422038041,3.7946739515110384,79.95933915618188,1.0
aug_mixup_5.0_11352,8.270206850163099,8.837268907052618,8.547905487389786,8.768235675240646,9.518045209347202,9.167370582615455,8.152924963886795,7.601870305269964,6.6467903411530465,129.8575078118498,5.0
2021_Sep_01_SR-3501_SN19387Q4__00383.sed,8.18147136140503,8.719116093263766,8.429237640494726,8.657913556300961,9.373158956498035,9.077125693268549,8.092448905418191,7.542771952745846,6.598850142217989,127.89411046902194,5.0
2021_Aug_31_SR-3501_SN19387Q4__00411.sed,8.68981296040468,9.250767822557034,8.931729702150317,9.17962275032067,9.950758458622353,9.633096369847756,8.58849856702619,8.023553371884502,7.044600492527788,135.14274320248836,0.0
4065,8.5411294180991,9.07325934129427,8.746879082958774,8.980533271425003,9.731035990009559,9.425381067138833,8.451528166560829,7.877952655769084,6.911228841230054,132.14588357515862,9.0
2021_Sep_01_SR-3501_SN19387Q4__00540.sed,8.161572683547936,8.7157333403194,8.41635285947662,8.61593526817428,9.367495052145326,9.024284586351385,8.039142764942712,7.482696894879351,6.5438111015625475,127.94776437030198,5.0
2460,8.662955565185475,9.223002812973451,8.90457982928206,9.150484390489293,9.919723315260443,9.6014153004933,8.559598726489225,7.995732544808711,7.019126347447371,134.74748555914942,9.0
2021_Aug_30_SR-3501_SN19387Q4__00081.sed,8.364758041786123,8.927238615939562,8.639134561663871,8.885322011748803,9.650475836541625,9.296362982466661,8.25712195562011,7.691479686644503,6.711799955337284,131.65116484246798,1.0
4868,5.246233584866561,5.44934155714086,5.146982712469921,5.153784478003918,5.54606335792187,5.430327214318803,5.262999139957113,4.722294683593577,4.074028833045964,76.7104270441182,8.0
aug_mixup_4.0_727056,8.66349566075869,9.226438587808966,8.909265217739836,9.154582548581127,9.925200097842787,9.602559274202461,8.558849584911686,7.998095416983403,7.0233753124901455,134.80185586037015,4.0
1977,6.382347912561668,6.825917198120048,6.631802898247628,6.8158839222789265,7.362938203535624,7.095400318871947,6.296364417352035,5.803858326112429,5.032947099139449,102.30394208678868,7.0
1199,8.493921867803262,9.050020119871157,8.745800747030906,8.986108629463539,9.743493741441567,9.41629242181802,8.385676992520066,7.820127145794895,6.854049392647431,132.7327300711351,7.0
2547,8.494471747487605,9.044135823419168,8.737674226327572,8.978118516588522,9.730339314770156,9.411194758097144,8.385932026038049,7.822304403147857,6.85868902946916,132.53280325742665,7.0
563,6.060578816041254,6.494603289315027,6.226650035907477,6.382547857660679,6.897714506164467,6.68554117221063,6.000349211695221,5.5713391795248635,4.853993365065626,95.17216997970192,2.0
2935,8.450236885749137,8.958374748376107,8.607845754284591,8.816485040038001,9.562376946644886,9.237440554069657,8.340031044632875,7.739279930877054,6.785306220777666,130.12652785803456,2.0
1552,8.681813147209796,9.237995586014975,8.91661009640498,9.163274003256163,9.931036325925014,9.615302230924426,8.580938788796487,8.013261364346269,7.03423400767263,134.88978515695936,9.0
aug_mixup_1.0_955843,7.161265574753744,7.765094677271562,7.560782391615406,7.740278377038633,8.507004239687273,7.967622386455412,6.964087515075505,6.465638448157129,5.596703492264825,116.5306224972484,1.0
2021_Aug_31_SR-3501_SN19387Q4__00629.sed,8.431637008114953,8.998191749789953,8.695660213184148,8.927590756350366,9.694424290120683,9.344373614424228,8.311748271902678,7.759687174577009,6.80330466919722,131.83019585836877,3.0
aug_mixup_0.0_660188,8.556864323147316,9.103715332795456,8.789846752752057,9.037089629088875,9.796752285810122,9.489832348517812,8.46421127460106,7.908018391218285,6.9425500626168315,132.98041081455807,0.0
aug_3.0_97aad23b,8.599951278630577,9.16419182272208,8.850974522298804,9.104142172317607,9.882133044329699,9.550565079936646,8.496194051896566,7.93372687459965,6.946733218811193,134.2033639859386,3.0
1326,6.788719936958341,7.249028599262911,7.000214160582179,7.180683240435593,7.784648629645629,7.532322047803606,6.697956427219022,6.241751908302354,5.473389653354428,106.28130133932518,2.0
aug_mixup_0.0_284144,8.689835926161537,9.25074934463281,8.931721656989717,9.17969295823152,9.950765245372523,9.633127256703474,8.588539972723071,8.023607723148555,7.044616131745151,135.14287550845222,0.0
2021_Aug_31_SR-3501_SN19387Q4__00524.sed,8.392627660691213,8.960080102600644,8.66004526030125,8.889674237222003,9.655700009448442,9.300888633294054,8.270264082822193,7.720034478201038,6.767118926604202,131.329342579926,3.0
2021_Aug_31_SR-3501_SN19387Q4__00171.sed,7.103439420181431,7.707574373534933,7.455145336569179,7.572443259094378,8.33114338679028,7.826734769443464,6.862982462176124,6.4058773282339985,5.606474577601727,113.1973539212141,2.0
1523,8.670187470927749,9.225895270022553,8.905703568365032,9.152622618228188,9.919989419257298,9.603543451007862,8.568072414120252,8.002471219125788,7.024749180529071,134.73874020150654,9.0
1240,6.768772281926244,7.2520951968999015,6.997690512461315,7.183546944399399,7.787245108456409,7.513863779321602,6.657173656383909,6.2305346863346935,5.482254698066118,106.25613502241154,8.0
5136,8.632038510679461,9.190389875316104,8.873550869282235,9.120136215821248,9.88722478087764,9.5686134998509,8.526730890894639,7.964996864128238,6.992397929661247,134.32061224271678,9.0
781,7.517854606587951,7.889926366053068,7.458448662952299,7.579658665344455,8.157781322894417,8.010840672972524,7.5119946664343145,6.926119769325097,6.0597538564945985,111.60984976927179,2.0
aug_6.0_b7c310a0,5.443224300092542,5.949465558378053,5.68196152591117,5.749474508886624,6.354480224271482,5.8362432562578554,5.039908803921615,4.727633619328637,4.163628455103488,87.92359735324717,6.0
aug_1.0_087865e1,4.800271915422309,5.234804947890106,4.994298037192802,5.136692651372709,5.592280196179245,5.317290253317347,4.688942499588017,4.308498794845744,3.731738486818658,78.47878957576313,1.0
aug_0.0_2588a124,8.691212669747786,9.250239185188322,8.930141296734911,9.17829758658201,9.948781141189539,9.633086647071323,8.589426391471306,8.02475744400974,7.046161517176812,135.11348100585488,0.0
2021_Sep_01_SR-3501_SN19387Q4__00635.sed,8.165141137378999,8.71027001507658,8.408372497378906,8.607812263096875,9.341152679138823,9.029396858451813,8.036021414383354,7.510290583262273,6.575067533136691,127.67657282972598,5.0
2021_Aug_31_SR-3501_SN19387Q4__00454.sed,8.693721210422382,9.254435408858942,8.935507247490435,9.18581111432989,9.957519445537063,9.64050155804025,8.593579412411271,8.027579941919335,7.045836536469021,135.23641095033702,0.0
